;idx;tokens;sentiment
192;194;Lloyds Banking Group's share price lifts amid reports bank is poised to axe hundreds of UK jobs;0.2952477249747219
193;195;SSE cuts gas prices by 4.1% to become fifth of 'Big Six' providers to slash energy ...;-0.17492416582406467
194;196;Silicon Fen' champion brings exacting approach to Rolls-Royce;0.10010111223458037
195;197;Tesco Said to Discuss Central and Eastern European Unit Sale;0.36804853387259856
196;198;Glencore launches refinancing of credit line;0.20121334681496458
197;199;Should You Follow Berkshire Hathaway Into Apple Stock?;0.02325581395348837
198;200;UK WINNERS & LOSERS: Aviva And Friends Life Lead FTSE 100 Gainers;0.5217391304347826
199;201;FDA approves Shire's Vyvanse for binge-eating disorder;0.2942366026289181
200;202;Entertainment One dispels ITV takeover rumours;0.13953488372093023
201;203;Despite sales growth, UK's Tesco cautions recovery to be bumpy;-0.07785642062689585
202;204;Oil Giant Shell to Cut Around 2800 Jobs Amid BG Takeover;-0.570273003033367
203;205;BAE Systems banks on US defence spending to fix sales slide;-0.06976744186046512
204;206;UK Christmas power demand to be lowest in 16 years Ã¢â‚¬â€œ National Grid;-0.33771486349848323
205;207;CompaniesCompass serves up half year profit rise;0.4307381193124368
206;208;UK MORNING BRIEFING: Sky And Hargreaves Lansdown Bookend FTSE 100;-0.1516683518705763
207;209;InterContinental Hotels Group share price climbs on $1.5bn special dividend;0.6380182002022244
208;210;AstraZeneca in Talks to Buy Cancer Drug Developer Acerta Pharma;0.21233569261880686
209;211;Amazon to attack UK grocery market with Morrisons deal;0.3528816986855409
210;212;Tesco made a bit of a crucial error in this promotion for Ramadan...;-0.2679474216380182
211;213;Falling oil prices hurt Hunting, Weir Group;-0.5591506572295246
212;214;Morning Agenda: Shire's Deal for NPS;0.19716885743174922
213;215;AstraZeneca wins FDA approval for key new lung cancer pill;0.5551061678463093
214;216;FCA set to fine Lloyds record Ã‚Â£100m over PPI;-0.8493427704752274
215;217;Barclays's Next CEO Should Be Investment Banker, Aberdeen Says;0.10111223458038422
216;218;RBS and Barclays shares temporarily suspended amid heavily losses;-0.9817997977755307
217;219;Shire to buy NPS for $5.2 billion to boost rare disease drugs;0.23761375126390288
218;220;Tesco's boardroom clearout continues;-0.1698685540950455
219;221;BHP Billiton says no settlement yet on Brazil dam disaster;-0.20222446916076844
220;222;Arm buoyed by race to build the internet of things;0.35591506572295245
221;223;AstraZeneca diabetes drug combination faces delay after FDA rebuff;-0.3953488372093023
222;224;Amazon's grocery deal with Morrisons is only the beginning;0.39332659251769464
223;225;BAE Systems's sales boosted by European Typhoon and currencies;0.39433771486349845
224;226;CompaniesAberdeen Asset Mgt reports 10th consecutive quarterly outflows;-0.6188068756319514
225;227;Barclays CEO poaches risk head from JP Morgan;-0.10111223458038422
226;228;BP signs $12 billion energy deal in Egypt;0.4853387259858442
227;229;Shire says internal synergy goals from Baxalta deal higher;0.23255813953488372
228;230;WPP wins race for 'programmatic buying' agency Essence Digital;0.3023255813953488
229;231;Drugmaker Shire to buy Baxalta for $32 billion after 6-month pursuit;0.7583417593528816
230;232;AstraZeneca investment eats into profit;-0.0647118301314459
231;233;AstraZeneca bags another cancer drug deal, this time with Inovio;0.3195146612740141
232;234;CompaniesCentrica shares drop 7% amid capital raise;-0.4337714863498483
233;235;Miners Meltdown as BHP to Rio Tinto Sink in Commodities Rout;-0.672396359959555
234;236;UPDATE 1-Britain's Tullow says makes new oil find in Kenya;0.40647118301314455
235;237;Britain's power supplies enough to meet winter demand - National Grid;0.28210313447927193
236;238;Barclays PLC & Lloyds Banking Group PLC Are The 2 Banks I'd Buy Today;0.4388270980788675
237;239;UPDATE 3-Buffett's Berkshire raises oil bet with Kinder Morgan stake;0.19110212335692614
238;240;UPDATE: EasyJet Passenger Numbers, Aer Lingus Traffic Up In February;0.31850353892821026
239;241;PRESS: US High-Frequency Lawsuit Against Barclays Dismissed - Reuters;0.23356926188068755
240;242;Shell CEO van Beurden's remuneration fell in 2015;-0.10111223458038422
241;243;Aberdeen AM posts H1 outflows, says conditions to remain challenging;-0.36804853387259856
242;244;Kraft, Cadbury's and Britvic in Total Recall: how pulling a product affects profit;-0.18099089989888775
243;245;Shell seeks to remove Greenpeace activists from oil rig;-0.03538928210313448
244;246;UPDATE 3-BP settles oil spill-related claims with Halliburton, Transocean;-0.1223458038422649
245;247;Pearson Forecasts Rising Earnings as Reorganization Pays Off;0.39029322548028306
246;248;Morrisons faces festive sales test;-0.11425682507583416
247;249;Aviva shuts Friends Life head office in rapid integration move;-0.09100101112234579
248;250;Tesco to pay Ã‚Â£8m to settle class-action lawsuit after accounting scandal;-0.326592517694641
249;251;UPDATE 3-Stifel to buy former Lehman brokerage from Barclays;0.1658240647118301
250;252;CompaniesRoyal Mail stake sale delivers Ã‚Â£750m for taxpayer;-0.11021233569261879
251;253;NYSE owner ICE may gatecrash Deutsche Boerse-LSE merger;0.05662285136501515
252;254;Spain's Caixabank launches new takeover bid for Banco BPI;0.1870576339737108
253;255;Former Aviva Investors analyst Mothahir Miah banned and fined Ã‚Â£139000 by FCA ...;-0.37714863498483314
254;256;ARM shrugs off smartphone slowdown as newer designs win share;0.17997977755308392
255;257;UPDATE 1-Petrofac posts net loss hurt by Shetland Islands project costs;-0.4509605662285136
256;258;Do it for me' trend underpins UK sales growth at Kingfisher;0.307381193124368
257;259;RBS invites pitches for broker role ahead of privatisation - sources;0.20222446916076844
258;260;Bunzl delivers small profit increase for 2014;0.24974721941354902
259;261;AB InBev Holds Talks With Regulators About California Deals;-0.01820020222446916
260;262;CompaniesMorrison evicted from FTSE 100 as Worldpay joins;-0.45702730030333666
261;263;Barclays denies deferred prosecution offer from SFO;-0.19817997977755308
262;264;LONDON MIDDAY BRIEFING: Kingfisher's French Expansion Hits The Rocks;-0.3811931243680485
263;265;PRESS: Serco Set To Appoint Roy Gardner, Ex-Centrica, As Chairman - FT;0.12335692618806875
264;266;Tesco chief excutive Dave Lewis sees 'encouraging signs' despite profits tumble;0.21334681496461072
265;267;"EasyJet ""Sneakairs"": Airline is testing smart shoes to help customers explore destinations";0.19009100101112233
266;268;The Coca-Cola Company and Coca-Cola FEMSA to Acquire AdeS Soy-Based Beverage Business From Unilever;0.2962588473205257
267;269;SSE faces profiteering accusations despite 5.3% cut in gas charges;-0.31344792719919107
268;270;CompaniesRBS pulls a surprise: a 27% jump in profits;0.6501516683518705
269;271;Shell, Chevron Await LNG's Return From `Pause Mode';0.06774519716885744
270;272;Barclays settles with US investors over Libor manipulation;0.28816986855409504
271;273;Tesco says recovery on track, asks investors to be patient;0.19211324570273
272;274;Should you buy Associated British Foods plc, Great Portland Estates plc and Dunelm Group plc following today's news?;0.14155712841253792
273;275;UPDATE 1-Nomura, RBS must pay $806 mln in mortgage bond case-US judge;-0.6976744186046512
274;276;National Grid profit up 15%  gas sale on track;0.3720930232558139
275;277;AstraZeneca chases Acerta to secure next cancer drug winner;0.5247724974721941
276;278;Prudential capital ratio beats forecasts, confirms UK head;0.3407482305358948
277;279;CompaniesEx-City watchdog Turner joins Prudential board;0.0
278;280;Militants fire rockets at Algerian BP/Statoil gas plant, no casualties;-0.44893832153690594
279;281;BG Group Still Happy With Shell's $70 Billion Offer;0.23761375126390288
280;282;CompaniesAstraZeneca wins nod for 'blockbuster' hopeful;0.5045500505561172
281;283;Shell to Lay Off Another 2200 Staff;-0.22446916076845297
282;284;Carnival Corporation and China Merchants Group Sign Memo of Understanding ...;0.10010111223458037
283;285;CompaniesDiageo stays neutral on India boardroom turmoil;0.0
284;286;Tesco to 'axe 10000 jobs' in 'simplification' drive to cut costs by 30 per cent;0.20222446916076844
285;287;Barclays poised to replace Sir Mike Rake as he heads for exit;0.07785642062689585
286;288;Tesco bans sugary drinks in Ã¢â‚¬Å“childhood obesity driveÃ¢â‚¬í€€;0.020222446916076844
287;289;Tata Steel working with StanChart for UK unit sale - source;0.14459049544994945
288;290;Sainsbury's share price: Grocer launches click-and-collect;0.021233569261880688
289;291;AO World shares tumble on profit warning;-0.8240647118301314
290;292;Shell Targets Gains From Brazil to LNG With Takeover of BG Group;0.14964610717896867
291;293;Glencore tells investors it is on track to reduce debt: Barclays;0.2810920121334681
292;294;Whitbread boss Andy Harrison defends sales fall as 'just a blip';-0.10111223458038422
293;295;Borealis Infrastructure putting together new Severn Trent bid;0.21638018200202222
294;296;AstraZeneca sells US drug rights to Perrigo for $380 mln;0.32962588473205257
295;297;Aggreko 2015 Profit Declines - Quick Facts;-0.4459049544994944
296;298;Pearson lags as UK's FTSE slips off record high;-0.37613751263902934
297;299;RBS hands Ã‚Â£3.3m of shares to top staff;0.12133468149646105
298;300;Glencore sells agriculture stake for $2.5bn;0.42770475227502525
299;301;Barclays says has spent $150 million on US 'living will';-0.07583417593528816
300;302;RBS share price: Group plans to slash 600 jobs;-0.4620829120323559
301;303;TRLPC - CRH backs Lafarge Holcim asset buy with 6.5 bln euro bridge loan;0.36905965621840237
302;304;Eurozone bank lending continues to recover, slowly, Barclays says;0.3538928210313448
303;305;RBS breaks with past by tearing investment bank apart;-0.05055611729019211
304;306;Aberdeen Asset Management Gains Foothold In China;0.3609706774519717
305;307;BP to pay investors $175m over Gulf spill claims;-0.6440849342770475
306;308;Persimmon sees post-election pick-up;0.25581395348837205
307;309;Fewer multi-buys hurt Sainsbury's market share;-0.35490394337714865
308;310;Australia clears AB Inbev's $100 billion SABMiller buyout plan;0.4418604651162791
309;311;London open: Taylor Wimpey and Ashtead drive markets higher, Barclays falls;0.5136501516683518
310;312;AstraZeneca profit down as sales of stalwarts fade;-0.4095045500505561
311;313;Tesco Mobile Partners with Unlockd to Change the Way Consumers Use and Pay for Their Mobile Phones;0.4438827098078867
312;314;Associated British Foods helps FTSE to rebound;0.3700707785642062
313;315;Why Shell Cut Ties to Conservative Lobby Group Over Climate Change;0.0
314;316;Johnson Matthey sells research chemicals unit to Thermo Scientific;0.2891809908998989
315;317;Tesco rebounds as buyers sense a bargain;0.5520728008088979
316;318;Valeant CEO Returns From Leave, Company Withdraws Guidance;0.001011122345803842
317;319;AstraZeneca shares climb 3% as drug maker ups profits forecasts;0.647118301314459
318;320;"FastJet slams EasyJet founder Stelios for going public, is ""taking legal advice"" over letter about contractual ...";-0.2406471183013144
319;321;Failure of leadership' behind Tesco troubles, says former CEO Leahy;-0.28210313447927193
320;322;British American Tobacco says would fight UK 'plain packaging' law;-0.11729019211324568
321;323;Hammerson, JV Partner secure ownership of Ireland's Dundrum - Quick Facts;0.43174924165824063
322;324;Asahi could be about to snap up more of SABMiller's beers ahead of AB InBev sale;0.33265925176946404
323;325;Are ARM Holdings plc, Domino's Pizza Group plc and ASOS plc 3 must-have growth stocks?;0.0
324;326;Persimmon reports strong trading despite EU vote and planning delays;0.3629929221435793
325;327;NYSE owner ICE considers offer for LSE;0.09706774519716885
326;328;CompaniesSanofi poaches immunology expert from AstraZeneca;-0.08594539939332659
327;329;Mylan Appoints Ranjan Ray Chaudhuri as Global Commercial Lead for Mylan's Over ...;0.0
328;330;BP ends 27-year sponsorship of Tate as falling oil price takes toll;-0.2962588473205257
329;331;Royal Dutch Shell pulls plug on Arctic exploration;-0.38422649140546
330;332;Horizonte acquires neighbouring Glencore nickel property in Brazil;0.2608695652173913
331;333;Standard Chartered, RBS Escape Capital Raising in Stress Test;0.3245702730030333
332;334;FDA approves AstraZeneca drug for advanced lung cancer;0.512639029322548
333;335;Barclays poaches new chief operating officer Paul Compton from JP Morgan Chase;0.10616784630940343
334;336;Water utility Severn Trent ups savings forecast, FY profit falls;0.17896865520728006
335;337;Reed Elsevier shares cool after profit dip;-0.37310414560161775
336;338;BAE Systems lines up oil exec Woodburn as next CEO -source;0.07482305358948434
337;339;Diageo share price: Group issues half-year update;0.0
338;340;CompaniesDiageo moves CFO to lead North American business;0.0
339;341;RBS, Lloyds Most Exposed to Commercial Property, JPMorgan Says;-0.20222446916076844
340;342;Legal & General share price: Finance chief to step down;-0.1678463094034378
341;343;CompaniesLSE adds ex-SEC head Schapiro to board;0.076845298281092
342;344;European shares fall on Chinese import data, SABMiller soars;0.35692618806875626
343;345;News FeedSchroders books solid earnings growth, several board changes;0.505561172901921
344;346;Valeant, AstraZeneca strike psoriasis drug deal;0.2406471183013144
345;347;Barclays considers acquisition to help split off retail arm;0.25480283114256824
346;348;CFTC fines Barclays $560000 for inaccurate swaps position reports;-0.7401415571284125
347;349;Merged LSE and Deutsche BÃƒÂ¶rse would be led by Germany's Kengeter;0.14762386248736095
348;350;Tesco turnaround gathers pace under new CEO;0.4307381193124368
349;351;Tesco, Asda sales fall as march of the discounters continues: Kantar;-0.40242669362992917
350;352;METALS-Zinc soars 10 pct, fuelling metals surge after Glencore cuts output;0.25581395348837205
351;353;BP cuts capex for third time this year to deal with weak oil;-0.27098078867542974
